"Guid","Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","Lds_Block_Size","Scratch_Size","Vgpr_Count","Accum_Vgpr_Count","Sgpr_Count","Counter_Name","Counter_Value","Timestamp"
"000001b8-54f0-74f0-848b-7aba3db6c53c",1,1,"Agent 2",1,31351,31351,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES[XCC: 5, SE: 0, Instance: 0]",0.0,2884290000290
"000001b8-54f0-74f0-848b-7aba3db6c53c",1,1,"Agent 2",1,31351,31351,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES[XCC: 5, SE: 1, Instance: 0]",0.0,2884290000290
"000001b8-54f0-74f0-848b-7aba3db6c53c",1,1,"Agent 2",1,31351,31351,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES[XCC: 5, SE: 2, Instance: 0]",0.0,2884290000290
"000001b8-54f0-74f0-848b-7aba3db6c53c",1,1,"Agent 2",1,31351,31351,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES[XCC: 5, SE: 3, Instance: 0]",0.0,2884290000290
"000001b8-54f0-74f0-848b-7aba3db6c53c",1,1,"Agent 2",1,31351,31351,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES[XCC: 1, SE: 0, Instance: 0]",0.0,2884290000316
